tokenchunk1,tokenchunk2,label
said,called,INCLUDES
said,Last Friday QUOTs announcement,IDENTITY
Last Friday QUOTs announcement,had been telling,AFTER
said,said,IDENTITY
need,will look,BEFORE
continue to put,will look,BEFORE
regain,will look,BEFORE
said,said,IDENTITY
indicated,said,INCLUDES
suspending,ranged,AFTER
might be scaled,any future construction,IS_INCLUDED
was QUOTQUOT pulled,might be scaled,BEFORE
indicated,said,INCLUDES
constrained,is to come,ENDED_BY
constrained,are operating,AFTER
has room to grow,adding,AFTER
said,indicated,IDENTITY
would nQUOTt resume,warrant,AFTER
said COMMA QUOTQUOT,said,IDENTITY
has not met,our expectations,IDENTITY
announcing,said COMMA QUOTQUOT,INCLUDES
said,announcing,INCLUDES
would nQUOTt be surprised,increased,AFTER
said,said,IDENTITY
are reading,deciding,SIMULTANEOUS
have eaten,are made,IS_INCLUDED
have eaten,going,AFTER
so anxious,will begin selling,BEFORE
Led,has gained,SIMULTANEOUS
successful,has been losing,SIMULTANEOUS
was delaying,the decision,IS_INCLUDED
was delaying,current market conditions,AFTER
has cost,quit,INCLUDES
The oat-bran craze,has cost,BEFORE
would nQUOTt elaborate COMMA citing,would nQUOTt elaborate COMMA citing,SIMULTANEOUS
continue to put,continue to put,IS_INCLUDED
resuming,our involvement,INCLUDES
Rated,will be sold,BEFORE
Rated,will be sold,BEFORE
said,said,IDENTITY
acquisitions,to be made,IDENTITY
strengthen,acquisitions,BEFORE
said,said,IDENTITY
will be sought,bid or auction,INCLUDES
will be sought,bid or auction,INCLUDES
no agreement,will be sought,BEFORE
no agreement,is reached,IDENTITY
said,said,IDENTITY
a private placement,will be used to reduce,SIMULTANEOUS
said,said,IDENTITY
announced,said,IDENTITY
convertible,maturity,BEFORE
said,said,IDENTITY
the sale,receiving,BEGUN_BY
the sale,be liquidated COMMA,BEFORE
The tender offer,the sale,BEFORE
tender offer,The tender offer,IDENTITY
will make,tender offer,IDENTITY
agreed to buy,said,BEFORE
agreed to buy,owns,AFTER
is being structured,do nQUOTt provide,AFTER
started,and has said,BEFORE
rejected,started,BEFORE
rejected,financed,AFTER
said,rejected,AFTER
made,rejected,BEFORE
launched,made,AFTER
made,offer,IDENTITY
filed,seeks to nullify,SIMULTANEOUS
declined to comment,and said,SIMULTANEOUS
borrowed,the liquidation,SIMULTANEOUS
expected to repay,borrowed,AFTER
expected to repay,borrowed,AFTER
added,and said,IDENTITY
said,added,IDENTITY
will need,pay,BEFORE
will need,to buy,BEFORE
financing,the financing,IDENTITY
the financing,can be obtained,ENDS
and said,said,IDENTITY
obtaining,financing,ENDED_BY
tender offer,The offer,IDENTITY
would seek to liquidate,is nQUOTt consummated,AFTER
a merger,is nQUOTt consummated,BEGUN_BY
launched,and said,IS_INCLUDED
launched,tender offer,BEGINS
started,a restructuring,INCLUDES
over-the-counter trading,was quoted,INCLUDES
was quoted,said,IDENTITY
has made,incurred,AFTER
has made,payments,IDENTITY
recapitalization,took,IDENTITY
said,said,IDENTITY
its 1988 recapitalization,restructuring,AFTER
said,cited,INCLUDES
had,sales,IDENTITY
The sale,adjustments,AFTER
the sale,The sale,IDENTITY
said,said,IDENTITY
a gain,the sale,AFTER
earned,a gain,INCLUDES
a charge,The charge,IDENTITY
said,said,IDENTITY
said,a charge,AFTER
said,the sale,AFTER
a charge,the sale,AFTER
continues to explore,continues to explore,IS_INCLUDED
said,said,IDENTITY
Mr. Pattison QUOTs decision,move,IDENTITY
intends to seek,to seek,IDENTITY
The results,made,IDENTITY
a fourth-quarter loss,inventory write-downs,AFTER
said,said,IDENTITY
said,declined,BEFORE
said,intends to seek,IS_INCLUDED
strengthened,announcing,AFTER
suspended,has been losing,AFTER
suspended,indicating,SIMULTANEOUS
agreed to sell,said,SIMULTANEOUS
a turnaround,the recovery,IDENTITY
prepare,a turnaround,BEFORE
posted,moved,SIMULTANEOUS
sweetened,offering,INCLUDES
are organizing to complain,The effort,IDENTITY
suspending,stock-index arbitrage trading,ENDS
Bowing,joined,BEFORE
PROGRAM TRADING,stock-index arbitrage trading,IDENTITY
the practice,roiling,BEGINS
PROGRAM TRADING,the practice,IDENTITY
PROGRAM TRADING,is being curbed,ENDS
is being curbed,are expected to continue,SIMULTANEOUS
is cutting,a restructuring,IS_INCLUDED
criticism,joined,BEFORE
are expected to continue launching,are expected to continue launching,IS_INCLUDED
are expected to continue launching,big programs,INCLUDES
strengthened,its poison-pill plan,SIMULTANEOUS
acquired,to buy,IBEFORE
acquired,acquired,SIMULTANEOUS
That accord,called,INCLUDES
an Aug. 10 COMMA 1988 COMMA stock purchase agreement,That accord,IDENTITY
acquired,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,AFTER
said,affirmed,SIMULTANEOUS
said,said,SIMULTANEOUS
remains,working,SIMULTANEOUS
to develop and maintain,remains,SIMULTANEOUS
to develop and maintain,to develop and maintain,SIMULTANEOUS
said,said,SIMULTANEOUS
holds,bought,AFTER
to buy,may be sold,BEFORE
the acquisition,agreed to be acquired,IDENTITY
the acquisition,the merger,INCLUDES
offering,the initial public offering,IDENTITY
owned,the initial public offering,BEFORE
went,offering,SIMULTANEOUS
to purchase,agreeing to pay,INCLUDES
to purchase,the transaction,IDENTITY
had,a loss,IDENTITY
have cleared,The approval,IDENTITY
The approval,had been expected,AFTER
buy,tendered,IAFTER
have cleared,Dresdner Bank AG QUOTs takeover,AFTER
The approval,permits,IDENTITY
said,said,IDENTITY
its effort,might resume,BEFORE
that agreement,the agreement,IDENTITY
a June agreement,that agreement,IDENTITY
set,that agreement,IS_INCLUDED
to sell,the transaction,IS_INCLUDED
fell,altered,IS_INCLUDED
to sell,is trying to sell,IDENTITY
a plan,is trying to sell,IS_INCLUDED
resulting,a net loss,IDENTITY
had suspended,the agreement,IS_INCLUDED
expects to post,resulting,BEFORE
said,fell,AFTER
a plan,fell,ENDED_BY
said,said,IDENTITY
is continuing to try to sell,is continuing to try to sell,IS_INCLUDED
said,said,IDENTITY
said,said,IDENTITY
the litigation,might resume,INCLUDES
answered,recalled,BEFORE
answered,said,INCLUDES
answered,lunch,IS_INCLUDED
the visit,the legislators QUOT questions,BEFORE
answered,the legislators QUOT questions,AFTER
tour,the visit,IS_INCLUDED
to fly,the visit,IS_INCLUDED
wooing,has pointed,SIMULTANEOUS
has relinquished,takeover,IS_INCLUDED
keen,unhappy,SIMULTANEOUS
might succeed,keen,AFTER
a special shareholders QUOT meeting,urging,INCLUDES
could turn,urging,AFTER
could turn,convening,AFTER
to bid,agree to relax,AFTER
retained,selling,AFTER
to keep,expires,ENDED_BY
powerful political pressures,may convince,BEFORE
a friendly deal,to involve,INCLUDES
said,a news conference,IS_INCLUDED
pushed,late trading,IS_INCLUDED
betting,pushed,INCLUDES
The GM move,Tuesday QUOTs declaration,AFTER
wants to buy,The GM move,IS_INCLUDED
intends QUOTQUOT to go,wins,AFTER
sought,wrote,BEFORE
wants to buy,marking,SIMULTANEOUS
mount,a friendly suitor bid,BEGINS
U.S. antitrust clearance,the U.S. clearance,IDENTITY
an all-out bidding war,QUOTd stop bidding,IDENTITY
QUOTd stop bidding,QUOTd stop bidding,ENDS
approved,agreed,IS_INCLUDED
to acquire,the transaction,IS_INCLUDED
to acquire,the move,IDENTITY
was cleared,cleared,IDENTITY
must wait,closing,ENDED_BY
to acquire,the purchase,IDENTITY
the split,will have,BEFORE
national over-the-counter trading,closed,ENDED_BY
The split,was aimed,IS_INCLUDED
The split,the split,IDENTITY
a 3-for-2 split,The split,IDENTITY
was hurt,the company QUOTs buy-out,AFTER
rose,rose,SIMULTANEOUS
national over-the-counter trading,to close,ENDED_BY
national over-the-counter trading,rose,INCLUDES
declared,the move,IDENTITY
the move,recognizes,SIMULTANEOUS
rose,to close,ENDED_BY
could get hit,could get hit,BEGINS
remain,could get hit,BEFORE
rose,edged,SIMULTANEOUS
according to,says,SIMULTANEOUS
broken,managed to offset,SIMULTANEOUS
Those withdrawals,little change,AFTER
Those withdrawals,were transferred,INCLUDES
yanked,Those withdrawals,IDENTITY
the outflow,holds,BEFORE
flow,the outflow,IDENTITY
flow,has been steered,INCLUDES
flow,seeped,INCLUDES
says,says,SIMULTANEOUS
a net outflow,was transferred,INCLUDES
has helped to finance,the takeover boom,BEFORE
Such selling,could erode,BEFORE
to sell,Such selling,IDENTITY
continue,will face,BEFORE
net outflows,The withdrawals,IS_INCLUDED
The withdrawals,the heavy outflows,INCLUDES
The withdrawals,could spell,BEFORE
are pouring,The withdrawals,IDENTITY
say,says,INCLUDES
has exacerbated,recent declines,AFTER
Interviews,confirm,BEGINS
have lost,sales or transfers,AFTER
have lost,sales or transfers,AFTER
are pouring,undermining,SIMULTANEOUS
might be forced to accept,could plunge,BEFORE
a strong showing,any attempts,BEFORE
are being deprived,can seize,AFTER
made,the sale,AFTER
has alleged,said,IDENTITY
filed,filed,AFTER
has denied,filed,AFTER
accused,has denied,BEFORE
was charged,has denied,BEFORE
engaging,a QUOTQUOT massive financial fraud QUOTQUOT,BEFORE
worry,worry,IDENTITY
said COMMA QUOTQUOT,said,IDENTITY
said,declined to comment,BEFORE
can be taken,are paid,AFTER
have told,said,IDENTITY
derives,illegal activities,AFTER
told,have told,IDENTITY
the recent Supreme Court rulings,could expect,BEFORE
issued,told,AFTER
asked,told,BEFORE
issued,asked,AFTER
to seek to freeze or seize,trial,BEFORE
to seek to freeze or seize,trial,BEFORE
applies,to take,BEFORE
any attempts,are made,IDENTITY
says,says,IDENTITY
A seizure,would make,IDENTITY
seizing,A seizure,IDENTITY
could be left,to quit,INCLUDES
succeeds,could be left,BEFORE
two decisions,ruled,IDENTITY
The warning,two decisions,AFTER
have warned,The warning,IDENTITY
may move to seize,is using to pay,ENDS
is indicted,may move to seize,BEFORE
wo nQUOTt stick,do nQUOTt get paid,AFTER
is sharpening,are warning,IBEFORE
to take,are assured,AFTER
is going to have,a big impact,IDENTITY
are developing,are expected to reach,SIMULTANEOUS
began dominating,has cornered,BEGINS
began dominating,picked,BEGUN_BY
using,are expected to challenge,SIMULTANEOUS
said,plans to announce,BEFORE
circumvent,long product delays,AFTER
said,said,INCLUDES
say,said,IDENTITY
said,said,IDENTITY
said,said,IDENTITY
plunged,Compaq QUOTs decline,IS_INCLUDED
a drop,Compaq QUOTs decline,IS_INCLUDED
a drop,New York Stock Exchange composite trading,IS_INCLUDED
a decline,over-the-counter trading,IS_INCLUDED
said,said,IDENTITY
said,said,INCLUDES
said,said,IDENTITY
say,said,SIMULTANEOUS
cause,to give,BEFORE
to be cleared,appear,BEFORE
has,are nQUOTt expected to hurt,SIMULTANEOUS
has,could delay,BEFORE
shipping,began shipping,IDENTITY
said,said,IDENTITY
began dominating,picked,IAFTER
brought,announced,BEFORE
the auction,won,ENDED_BY
put,received,BEFORE
received,won,SIMULTANEOUS
received,more offers,SIMULTANEOUS
put,the auction,IDENTITY
the auction,bid,INCLUDES
won,asked,BEFORE
asked,indicated,BEFORE
acquisition,the merger agreement,IS_INCLUDED
extending,lowered,BEFORE
extending,waiting,SIMULTANEOUS
completed,The completion,IDENTITY
received,offer,SIMULTANEOUS
received,put,BEFORE
brought,will remain,BEGINS
completed,purchasing,ENDED_BY
received,was considering,SIMULTANEOUS
has engaged,talks,IS_INCLUDED
has made QUOTQUOT,no detailed plans,IDENTITY
said,said,IDENTITY
is controlled,involved,SIMULTANEOUS
said,has had,AFTER
involved,left,AFTER
has had,substantial losses,IDENTITY
may make,a tender offer,IDENTITY
will redeem,The move,IS_INCLUDED
The move,was approved,AFTER
was approved,a special shareholders QUOT meeting,IS_INCLUDED
will entitle,to subscribe,BEFORE
said,said,SIMULTANEOUS
redemption,issued,AFTER
redemption,will eliminate,BEFORE
issued,will eliminate,BEFORE
said,said,IDENTITY
announced,is expected to raise,IS_INCLUDED
announced,said,IDENTITY
announced,said,IDENTITY
redemption,dividend payments,BEFORE
stopped paying,troubles,AFTER
has,will have,BEFORE
said,said,IDENTITY
will sell,will sell,SIMULTANEOUS
said,said,IDENTITY
registered,an initial public offering,BEGINS
will have,owning,SIMULTANEOUS
will offer,will receive,BEFORE
says,will offer,BEFORE
said,says,IDENTITY
intends to bid to boost,The purchase,IS_INCLUDED
The purchase,is expected to cost,AFTER
said,said,BEFORE
said,said,IDENTITY
the bid,was launched,BEGUN_BY
was launched,sought,AFTER
realized,sought,BEFORE
noted,and said,SIMULTANEOUS
joined,was denationalized,AFTER
said,noted,SIMULTANEOUS
noted,said,IDENTITY
said,said,IDENTITY
noted,said,INCLUDES
noted,think,SIMULTANEOUS
said,added,SIMULTANEOUS
avoid tendering,can expect,BEFORE
payments,has agreed to acquire,AFTER
is expected to seek,is expected to seek,BEFORE
will be urging,is expected to seek,SIMULTANEOUS
said,is being traded,IS_INCLUDED
said,will be urging,BEFORE
is prohibited,managing,SIMULTANEOUS
said,said,IDENTITY
said,said,IDENTITY
a news conference,said,INCLUDES
said,accused,SIMULTANEOUS
said,a news conference,IS_INCLUDED
a news conference,accused,INCLUDES
organizing,a takeover bid,AFTER
will offer,is to offer,IDENTITY
will be used to reduce,The debt reduction,IDENTITY
The debt reduction,is expected to save,BEFORE
said,said,IDENTITY
the sale,will be used to reduce,BEFORE
the sale,due,ENDED_BY
an offering,the sale,BEFORE
raised,an offering,AFTER
stands to reap,accepting,AFTER
stands to reap,the sale,AFTER
is seeking,tender offer,AFTER
QUOTs continuing,is seeking,SIMULTANEOUS
talks,but has reached,BEFORE
major market activity,soared,INCLUDES
major market activity,rose,INCLUDES
major market activity,rose,INCLUDES
major market activity,barely higher,INCLUDES
major market activity,outstripped,INCLUDES
major market activity,totaled,INCLUDES
major market activity,fell,INCLUDES
were cheered,reasoned,SIMULTANEOUS
were cheered,rising,AFTER
would have preferred,were cheered,BEFORE
was unmoved,were cheered,SIMULTANEOUS
said,are questioning,IS_INCLUDED
a lot more downward revisions,said,INCLUDES
growth,more corporate earnings disappointments,BEFORE
prompted,a broad sell-off,BEFORE
added,reported,AFTER
reporting,closed,AFTER
and pulled,reporting,AFTER
nose-dived,and pulled,SIMULTANEOUS
hit,nose-dived,INCLUDES
but soared,the resignation,AFTER
rose,but soared,SIMULTANEOUS
rose,rose,IDENTITY
fell,tumbled,SIMULTANEOUS
fell,rose,SIMULTANEOUS
whacked,fell,BEFORE
said,said,IDENTITY
purchased,will be used,BEFORE
attributed,said,IS_INCLUDED
continued increases,increase,AFTER
performance,continued increases,AFTER
a gain,the Conner investment,AFTER
a pretax gain,the company QUOTs investment,AFTER
The latest quarter QUOTs results,a pretax gain,INCLUDES
jumped,increased,SIMULTANEOUS
said,said,IDENTITY
rose,continued growth,AFTER
unusual gains,its investment,AFTER
bolstered,unusual gains,AFTER
rose,bolstered,AFTER
regulatory approval and resolution,brought,AFTER
The acquisition,would give,IDENTITY
agreed to be acquired,The acquisition,IS_INCLUDED
said,said,IDENTITY
agreed to be acquired,valued,SIMULTANEOUS
agreed to be acquired,the proposed merger,IS_INCLUDED
the earnings increase,growth,AFTER
an interview,attributed,INCLUDES
an interview,said,INCLUDES
had,earnings,IDENTITY
earned,increased,SIMULTANEOUS
fell,dropped,SIMULTANEOUS
fell,a miners QUOT strike,AFTER
rose,higher demand,AFTER
grew,rose,SIMULTANEOUS
was delayed,increasing,BEFORE
was delayed,heavy rains,AFTER
climbed,grew,SIMULTANEOUS
climbed,was helped,AFTER
soared,climbed,SIMULTANEOUS
says,said,IDENTITY
benefited,continued strong demand,AFTER
soared,benefited,IS_INCLUDED
rose,to close,ENDED_BY
reported,announced,SIMULTANEOUS
an interview,entered,BEFORE
said,an interview,IS_INCLUDED
reported,Wall Street estimates,AFTER
a strengthening,lowers,BEFORE
a weakening,a strengthening,SIMULTANEOUS
was made,a weakening,SIMULTANEOUS
raised,is benefiting,IS_INCLUDED
grew,is benefiting,IS_INCLUDED
hurt,is benefiting,SIMULTANEOUS
hurt,sharp price declines,AFTER
a change,will increase,BEFORE
raised,a change,IDENTITY
grew,raised,SIMULTANEOUS
grew,the company QUOTs operations,AFTER
The dividend increase,an affirmation,SIMULTANEOUS
rose,attributed,BEFORE
to buy,The transaction,IS_INCLUDED
said,said,IDENTITY
said,has signed,AFTER
are triggered,triggered,IDENTITY
triggered,allow,BEFORE
are triggered,acquires,BEGUN_BY
adopted,took,BEFORE
adopted,the annual meeting,IS_INCLUDED
was named,has directed,AFTER
was named,increasing,BEFORE
was named,a director,BEGINS
were named,was named,SIMULTANEOUS
was named,was named,SIMULTANEOUS
was named,held,AFTER
was named,chief investment officer,BEGINS
continues,remains,SIMULTANEOUS
founded,created,BEFORE
founded,has,BEFORE
taken,founded,AFTER
are looking,says,INCLUDES
taken,says,BEFORE
says,founded,AFTER
says,said,IDENTITY
says,says,IDENTITY
says,says,IDENTITY
says,says,IDENTITY
taken,are looking,BEFORE
says,says,IDENTITY
introduced,advertised,AFTER
says,adds,INCLUDES
welcomes,calling,INCLUDES
promoted,have been hurt,BEFORE
have established,have been hurt,BEFORE
have established,promoted,SIMULTANEOUS
will succeed,will be succeeded,SIMULTANEOUS
will succeed,reaches,IAFTER
was named,will retire,BEFORE
are dealing,service,SIMULTANEOUS
will continue to be,a drag,IS_INCLUDED
continues,responsible,SIMULTANEOUS
continues,treasurer,IS_INCLUDED
vulnerable,plans to introduce,SIMULTANEOUS
reported,reported,IDENTITY
said,indicated,IDENTITY
said,said,IDENTITY
resulted,loss,BEFORE
said,said,IDENTITY
the introduction,introduced,IDENTITY
shipped,introduced,AFTER
was hampered,the introduction,AFTER
said,said,AFTER
said,reported,IDENTITY
snapping,earned,SIMULTANEOUS
snapping,its first quarterly loss,AFTER
reporting,reported,IDENTITY
a solid offer,begins to rise,BEFORE
closed,closed,SIMULTANEOUS
trading,closed,ENDED_BY
responded,yesterday QUOTs announcement,AFTER
said,but declined to give,INCLUDES
to acquire,does nQUOTt own,ENDS
to acquire,and provide,SIMULTANEOUS
successful,expects,BEFORE
said,said,IDENTITY
is being done,the suggestion,AFTER
said,said,IDENTITY
to buy,succeeds,AFTER
to buy,lease,BEFORE
said,but said,IDENTITY
said,did nQUOTt indicate,INCLUDES
planned to acquire,opposed,BEFORE
rejected,opposed,IAFTER
would have had,the purchase,BEFORE
planned to acquire,rejected,BEFORE
planned to acquire,the purchase,IS_INCLUDED
materializes,remains,BEFORE
said,have speculated,BEFORE
said,said,IDENTITY
said,declined to identify,INCLUDES
said,had received,AFTER
said,said,IDENTITY
to solicit and review,a dispute,AFTER
to solicit and review,a dispute,AFTER
said,appointed,AFTER
said,said,INCLUDES
mail,an offer,IDENTITY
mail,will reimburse,BEFORE
said,said,IDENTITY
added,have nQUOTt reached,IS_INCLUDED
an offer,is made,IDENTITY
an offer,will continue seeking,ENDS
to proceed,a bid,BEGINS
have nQUOTt reached,a final decision,ENDED_BY
said,added,INCLUDES
are negotiating,offering,BEFORE
said,said,IDENTITY
said,could nQUOTt be reached,BEFORE
will continue seeking,will continue seeking,IS_INCLUDED
begins to rise,begins to rise,BEGINS
jumped,earned,SIMULTANEOUS
jumped,rose,SIMULTANEOUS
fell,jumped,SIMULTANEOUS
fell,fell,SIMULTANEOUS
rose,used to boost,AFTER
rose,used to boost,AFTER
rose,dropped,SIMULTANEOUS
That decline,edged,BEFORE
fell,That decline,IDENTITY
fell,hurt,BEFORE
fell,fell,SIMULTANEOUS
fell,fell,SIMULTANEOUS
charge,previously announced,AFTER
fell,charge,AFTER
fell,The earnings drop,IDENTITY
New York Stock Exchange trading,closed,ENDED_BY
New York Stock Exchange trading,fell,INCLUDES
closed,New York Stock Exchange trading,ENDS
fell,boosted,SIMULTANEOUS
fell,fell,SIMULTANEOUS
fell,GM vehicle production,AFTER
said,said,IDENTITY
said,said COMMA,IDENTITY
said,did nQUOTt disclose,INCLUDES
the sale,will be offset,BEFORE
told,said,IDENTITY
expects,told,INCLUDES
was struck,a handshake,IDENTITY
told,said,INCLUDES
will involve,investment,IDENTITY
said,said,IDENTITY
to build,would produce,BEFORE
said,adding : QUOTQUOT,INCLUDES
said,said,IDENTITY
capitalizing,expects,SIMULTANEOUS
will be enhanced,venture,AFTER
has shed,acquiring,SIMULTANEOUS
has shed,did nQUOTt expect to produce,AFTER
told,said,IDENTITY
said,added,IDENTITY
is negotiating,The deal,IDENTITY
said,said,IDENTITY
said,and added,INCLUDES
said,said,SIMULTANEOUS
the refurbishment,will cost,BEFORE
over-the-counter trading,was bid,INCLUDES
issued,according to,SIMULTANEOUS
issuance,will bring,IDENTITY
The proposed stock offering,will bring,IDENTITY
was disclosed,but did nQUOTt disclose,AFTER
has agreed to pay,its agreements,IDENTITY
to buy,to acquire,IDENTITY
was disclosed,issued,IS_INCLUDED
to buy,to be acquired are,INCLUDES
to buy,would be paid to buy,INCLUDES
has agreed to pay,would be paid to buy,IDENTITY
an extraordinary gain,the reversal,AFTER
rebounding,its earlier loss,AFTER
rebounding,expects to report,SIMULTANEOUS
is negotiating,the sale,BEFORE
holding,dropped,DURING
was hurt,holding,AFTER
has increased,labor negotiations,BEFORE
has increased,following,SIMULTANEOUS
resulted,labor pact,AFTER
declined,were boosted,SIMULTANEOUS
were boosted,resulted,SIMULTANEOUS
declined,increasing competitive pressures,AFTER
declined,a reduction,AFTER
experienced,a steep drop,SIMULTANEOUS
but said,expected,AFTER
said,but said,SIMULTANEOUS
had,said,BEFORE
earned,gain,AFTER
earned,a blast furnace outage,AFTER
earned,include,SIMULTANEOUS
will report,actual losses,AFTER
reported,marking,SIMULTANEOUS
said,noted COMMA,IDENTITY
are sold COMMA,will be named,BEFORE
intends to remain,are sold COMMA,BEFORE
is trying to put,a management buy-out,BEFORE
reports,is trying to put,SIMULTANEOUS
declined to confirm or deny,declined to confirm or deny,SIMULTANEOUS
downgraded,its lackluster performance,AFTER
inevitable,the shift,SIMULTANEOUS
Mr. Lortie QUOTs departure,was seen,SIMULTANEOUS
resigned,Mr. Lortie QUOTs departure,IDENTITY
the decision,the decision,IDENTITY
said COMMA,was felt,AFTER
resigned,felt,AFTER
resigned,appointed,BEFORE
spearheaded,the company QUOTs drive,BEGINS
joined,spearheaded,BEFORE
a related move,resigned,SIMULTANEOUS
said,will sell,BEFORE
a stunning shift,said,SIMULTANEOUS
will sell,the sale,IDENTITY
skeptical,and are expecting,SIMULTANEOUS
said,said,IDENTITY
said,said,IDENTITY
said,said,IDENTITY
said,declined to confirm or deny,BEFORE
was named,are sold COMMA,AFTER
said,said,IDENTITY
acquiring,increased,BEFORE
sold,acquiring,SIMULTANEOUS
to help finance,the acquisition,SIMULTANEOUS
said,acquired,AFTER
the payment,the foreign company QUOTs use,AFTER
would nQUOTt identify,but said,SIMULTANEOUS
attributed,the increase,AFTER
soared,attributed,BEFORE
soared,the increase,IDENTITY
grew,has benefited,SIMULTANEOUS
soared,rose,SIMULTANEOUS
soared,bucking,SIMULTANEOUS
jumped,grew,SIMULTANEOUS
bankruptcy proceedings,a strike,AFTER
continued to be,excellent passenger revenue growth,IS_INCLUDED
emphasized,has,DURING_INV
has,leveraged buy-outs,AFTER
has,issued,AFTER
The stock QUOTs decline,accelerated,INCLUDES
has been cut,realized,AFTER
the close,closed,IDENTITY
announced,the close,AFTER
QUOTQUOT disappointed,the accounting changes,AFTER
may branch,beefing,BEFORE
did nQUOTt have to adjust,held,AFTER
to reflect,declines,AFTER
added,increasing,SIMULTANEOUS
added,losses,AFTER
Columbia QUOTs junk-bond trading,has been done,SIMULTANEOUS
The loss,write-downs,AFTER
The loss,stems,SIMULTANEOUS
reeling,announced,INCLUDES
reeling,the recent collapse,AFTER
thrift-accounting changes,mandated,AFTER
reeling,thrift-accounting changes,AFTER
to continue holding,to continue holding,IS_INCLUDED
would allow,to continue holding,IS_INCLUDED
said,said,IDENTITY
said,price competition,DURING_INV
fell,his own projections,AFTER
noted,fell,AFTER
warning,battle,BEFORE
QUOTQUOT and projected,price-cutting,DURING_INV
calls discounting QUOTQUOT,QUOTQUOT and projected,SIMULTANEOUS
and called,calls discounting QUOTQUOT,SIMULTANEOUS
downplayed,and called,SIMULTANEOUS
Anheuser QUOTs announcement,the announcement,IDENTITY
downplayed,the announcement,AFTER
is going to have,reaching,SIMULTANEOUS
said,is going to have,BEFORE
said,Anheuser QUOTs announcement,AFTER
said,QUOTs going to get,BEFORE
decided to join,the barroom brawl,DURING_INV
said,its earlier-announced goal,AFTER
will take QUOTQUOT,appropriate competitive pricing actions,IDENTITY
said COMMA adding,said COMMA adding,SIMULTANEOUS
consolidation,creates,SIMULTANEOUS
potential fallout,the coming pricing struggle,AFTER
sent,plunging,BEFORE
The projection,sent,SIMULTANEOUS
said,The projection,IDENTITY
announced,reported,SIMULTANEOUS
would involve matching,such moves,AFTER
would involve matching,would involve matching,SIMULTANEOUS
discounting,pricing,SIMULTANEOUS
offered,have seen,AFTER
the once-sporadic and brief forays,discounting,SIMULTANEOUS
to engage,price-cutting,BEGINS
the maturing industry QUOTs growth,continues to slow,DURING
setting,price war,BEFORE
discount,setting,SIMULTANEOUS
continues to slow,continues to slow,DURING
discount,discounts,IDENTITY
predict,means,INCLUDES
narrowed,a leap,SIMULTANEOUS
reported,said,IDENTITY
designed to make,a hostile takeover,BEFORE
aware,any attempts,SIMULTANEOUS
adopted,designed to make,AFTER
adopted,would entitle,BEFORE
reported,fell,AFTER
sold,share offering,IS_INCLUDED
a transaction,will occur,SIMULTANEOUS
the proposal,the proposal,IDENTITY
New York Stock Exchange composite trading,closed,ENDED_BY
proposed to acquire,the proposal,IDENTITY
expected,proposed to acquire,BEFORE
is evaluating,asked,BEFORE
asked,said,BEFORE
suffered,QUOTQUOT intense QUOTQUOT discounting,AFTER
reflecting,the company QUOTs acquisition,BEFORE
increase,reflecting,BEFORE
totaled,increase,SIMULTANEOUS
reported,citing,SIMULTANEOUS
reported,said,IDENTITY
said,said,IDENTITY
have to continue to tighten,have to continue to tighten,DURING_INV
wo nQUOTt be made,approve,AFTER
and stop originating,and stop originating,ENDS
may include selling,disposing,INCLUDES
The plan,may include selling,SIMULTANEOUS
may include selling,and winding,INCLUDES
may include selling,consolidating or eliminating,INCLUDES
may include selling,may include selling,INCLUDES
over-the-counter trading,rose,INCLUDES
reflecting,addition,AFTER
said,reflecting,SIMULTANEOUS
plans to restructure,a third-quarter loss,AFTER
said,said,IDENTITY
said,said,IDENTITY
said,said,AFTER
said,said,IDENTITY
net income,Amdahl QUOTs results,IS_INCLUDED
reported,citing,SIMULTANEOUS
citing,pricecutting,AFTER
paid,will apply,SIMULTANEOUS
had,sales,SIMULTANEOUS
