@relation te3-ee

@attribute token1 {0,1}
@attribute token2 {0,1}
@attribute lemma1 {0,1}
@attribute lemma2 {0,1}
@attribute tokenchunk1 {0,1}
@attribute tokenchunk2 {0,1}
@attribute tempMarkerText {0,1}
@attribute causMarkerText {0,1}
@attribute label {BEFORE, AFTER, IBEFORE, IAFTER, IDENTITY, SIMULTANEOUS, INCLUDES, IS_INCLUDED, DURING, DURING_INV, BEGINS, BEGUN_BY, ENDS, ENDED_BY}

@data
sitting,died,sit,die,sitting,died,O,since,AFTER
sitting,recognize,sit,recognize,sitting,does not recognize,O,O,AFTER
sitting,battle,sit,battle,sitting,an international custody battle,O,O,IS_INCLUDED
sitting,return,sit,return,sitting,his return,O,O,BEFORE
sitting,moves,sit,move,sitting,the legal moves,O,O,AFTER
revolution,sitting,revolution,sit,the revolution,sitting,former,O,BEFORE
kidnapping,sitting,kidnapping,sit,his prolonged kidnapping,sitting,O,O,BEFORE
sitting,speak,sit,speak,sitting,to speak,when,since,AFTER
sitting,ruled,sit,rule,sitting,ruled,when,since,AFTER
sitting,arguing,sit,argue,sitting,arguing,when,since,AFTER
sitting,filed,sit,file,sitting,filed,when,since,AFTER
sitting,written,sit,write,sitting,must not have written,when,since,AFTER
sitting,keep,sit,keep,sitting,is fighting to keep,when,since,BEFORE
sitting,sank,sit,sank,sitting,sank,O,since,AFTER
sitting,found,sit,find,sitting,was found,O,O,AFTER
sitting,block,sit,block,sitting,to block,O,O,BEFORE
sitting,said,sit,say,sitting,said,O,O,AFTER
sitting,dated,sit,date,sitting,dated,O,O,AFTER
sitting,said,sit,say,sitting,said,O,O,AFTER
sitting,retaining,sit,retain,sitting,retaining,O,O,AFTER
sitting,object,sit,object,sitting,object,O,O,AFTER
sitting,published,sit,publish,sitting,was published,O,O,AFTER
kept,died,keep,die,being kept,died to give,when,since,AFTER
kept,died,keep,die,being kept,died,former,since,AFTER
kept,recognize,keep,recognize,being kept,does not recognize,former,O,AFTER
kept,recognize,keep,recognize,being kept,did not recognize,former,O,AFTER
kept,moves,keep,move,being kept,the legal moves,former,O,AFTER
kept,battle,keep,battle,being kept,the custody battle,former,O,AFTER
revolution,kept,revolution,keep,the revolution,being kept,former,O,BEFORE
request,kept,request,keep,the request,being kept,former,O,BEFORE
response,kept,response,keep,no immediate response,being kept,former,O,BEFORE
kidnapping,kept,kidnapping,keep,his prolonged kidnapping,being kept,former,O,BEFORE
kept,speak,keep,speak,being kept,to speak,when,since,AFTER
kept,ruled,keep,rule,being kept,ruled,when,since,AFTER
kept,arguing,keep,argue,being kept,arguing,when,since,AFTER
kept,moved,keep,move,being kept,have moved to dismiss,when,since,AFTER
kept,arguing,keep,argue,being kept,arguing,when,since,AFTER
kept,filed,keep,file,being kept,filed,when,since,AFTER
kept,allow,keep,allow,being kept,to allow,when,since,AFTER
kept,dreaming,keep,dream,being kept,must be dreaming,when,since,AFTER
kept,said,keep,say,being kept,said,when,since,AFTER
kept,written,keep,write,being kept,must not have written,when,since,AFTER
kept,sank,keep,sank,being kept,sank,former,since,AFTER
kept,found,keep,find,being kept,was found,former,O,AFTER
kept,said,keep,say,being kept,said,former,O,AFTER
kept,dated,keep,date,being kept,dated,former,O,AFTER
kept,said,keep,say,being kept,said,former,O,AFTER
kept,retaining,keep,retain,being kept,retaining,former,O,AFTER
kept,object,keep,object,being kept,object,former,O,AFTER
kept,published,keep,publish,being kept,was published,former,O,AFTER
kept,hearing,keep,hearing,being kept,hearing,former,O,AFTER
kept,saying,keep,say,being kept,saying,former,O,AFTER
kept,demanding,keep,demand,being kept,demanding,former,O,AFTER
kept,written,keep,write,being kept,had written,former,O,AFTER
kept,sitting,keep,sit,being kept,sitting,former,O,AFTER
support,kept,support,keep,support,being kept,former,O,BEFORE
denounce,died,denounce,die,to denounce,died to give,when,since,AFTER
denounce,died,denounce,die,to denounce,died,former,since,AFTER
denounce,recognize,denounce,recognize,to denounce,does not recognize,former,O,AFTER
denounce,recognize,denounce,recognize,to denounce,did not recognize,former,O,AFTER
denounce,moves,denounce,move,to denounce,the legal moves,former,O,AFTER
denounce,battle,denounce,battle,to denounce,the custody battle,former,O,AFTER
revolution,denounce,revolution,denounce,the revolution,to denounce,former,O,BEFORE
request,denounce,request,denounce,the request,to denounce,former,O,BEFORE
response,denounce,response,denounce,no immediate response,to denounce,former,O,BEFORE
kidnapping,denounce,kidnapping,denounce,his prolonged kidnapping,to denounce,former,O,BEFORE
denounce,speak,denounce,speak,to denounce,to speak,when,since,AFTER
denounce,ruled,denounce,rule,to denounce,ruled,when,since,AFTER
denounce,arguing,denounce,argue,to denounce,arguing,when,since,AFTER
denounce,moved,denounce,move,to denounce,have moved to dismiss,when,since,AFTER
denounce,arguing,denounce,argue,to denounce,arguing,when,since,AFTER
denounce,filed,denounce,file,to denounce,filed,when,since,AFTER
denounce,allow,denounce,allow,to denounce,to allow,when,since,AFTER
denounce,dreaming,denounce,dream,to denounce,must be dreaming,when,since,AFTER
denounce,said,denounce,say,to denounce,said,when,since,AFTER
denounce,written,denounce,write,to denounce,must not have written,when,since,AFTER
denounce,sank,denounce,sank,to denounce,sank,former,since,AFTER
denounce,found,denounce,find,to denounce,was found,former,O,AFTER
denounce,said,denounce,say,to denounce,said,former,O,AFTER
denounce,dated,denounce,date,to denounce,dated,former,O,AFTER
denounce,said,denounce,say,to denounce,said,former,O,AFTER
denounce,retaining,denounce,retain,to denounce,retaining,former,O,AFTER
denounce,object,denounce,object,to denounce,object,former,O,AFTER
denounce,published,denounce,publish,to denounce,was published,former,O,AFTER
denounce,hearing,denounce,hearing,to denounce,hearing,former,O,AFTER
denounce,saying,denounce,say,to denounce,saying,former,O,AFTER
denounce,demanding,denounce,demand,to denounce,demanding,former,O,AFTER
denounce,written,denounce,write,to denounce,had written,former,O,AFTER
denounce,sitting,denounce,sit,to denounce,sitting,former,O,AFTER
denounce,support,denounce,support,to denounce,support,former,O,AFTER
gathered,died,gather,die,gathered,died to give,when,since,AFTER
gathered,died,gather,die,gathered,died,former,since,AFTER
gathered,recognize,gather,recognize,gathered,does not recognize,former,O,AFTER
gathered,recognize,gather,recognize,gathered,did not recognize,former,O,AFTER
gathered,moves,gather,move,gathered,the legal moves,former,O,AFTER
gathered,battle,gather,battle,gathered,the custody battle,former,O,AFTER
revolution,gathered,revolution,gather,the revolution,gathered,former,O,BEFORE
request,gathered,request,gather,the request,gathered,former,O,BEFORE
response,gathered,response,gather,no immediate response,gathered,former,O,BEFORE
kidnapping,gathered,kidnapping,gather,his prolonged kidnapping,gathered,former,O,BEFORE
gathered,speak,gather,speak,gathered,to speak,when,since,AFTER
gathered,ruled,gather,rule,gathered,ruled,when,since,AFTER
gathered,arguing,gather,argue,gathered,arguing,when,since,AFTER
gathered,moved,gather,move,gathered,have moved to dismiss,when,since,AFTER
gathered,arguing,gather,argue,gathered,arguing,when,since,AFTER
gathered,filed,gather,file,gathered,filed,when,since,AFTER
gathered,allow,gather,allow,gathered,to allow,when,since,AFTER
gathered,dreaming,gather,dream,gathered,must be dreaming,when,since,AFTER
gathered,said,gather,say,gathered,said,when,since,AFTER
gathered,written,gather,write,gathered,must not have written,when,since,AFTER
gathered,sank,gather,sank,gathered,sank,former,since,AFTER
gathered,found,gather,find,gathered,was found,former,O,AFTER
gathered,said,gather,say,gathered,said,former,O,AFTER
gathered,dated,gather,date,gathered,dated,former,O,AFTER
gathered,said,gather,say,gathered,said,former,O,AFTER
gathered,retaining,gather,retain,gathered,retaining,former,O,AFTER
gathered,object,gather,object,gathered,object,former,O,AFTER
gathered,published,gather,publish,gathered,was published,former,O,AFTER
gathered,hearing,gather,hearing,gathered,hearing,former,O,AFTER
gathered,saying,gather,say,gathered,saying,former,O,AFTER
gathered,demanding,gather,demand,gathered,demanding,former,O,AFTER
gathered,written,gather,write,gathered,had written,former,O,AFTER
gathered,sitting,gather,sit,gathered,sitting,former,O,AFTER
gathered,support,gather,support,gathered,support,former,O,AFTER
brought,hearing,bring,hearing,brought,a political asylum hearing,when,since,BEFORE
brought,battle,bring,battle,brought,an international custody battle,former,O,BEFORE
brought,return,bring,return,brought,his return,former,O,BEFORE
brought,attempt,bring,attempt,brought,an attempt,former,O,BEFORE
brought,return,bring,return,brought,the return,former,O,BEFORE
request,brought,request,bring,the request,brought,former,O,AFTER
response,brought,response,bring,no immediate response,brought,former,O,AFTER
check,brought,check,bring,Miami and check,brought,former,O,AFTER
brought,speak,bring,speak,brought,to speak,when,since,BEFORE
brought,ruled,bring,rule,brought,ruled,when,since,BEFORE
brought,arguing,bring,argue,brought,arguing,when,since,BEFORE
brought,dismiss,bring,dismiss,brought,have moved to dismiss,when,since,BEFORE
brought,moved,bring,move,brought,have moved to dismiss,when,since,BEFORE
brought,holding,bring,hold,brought,holding,when,since,BEFORE
brought,return,bring,return,brought,can not return,when,since,BEFORE
brought,arguing,bring,argue,brought,arguing,when,since,BEFORE
brought,filed,bring,file,brought,filed,when,since,BEFORE
brought,dreaming,bring,dream,brought,must be dreaming,when,since,BEFORE
brought,said,bring,say,brought,said,when,since,BEFORE
brought,kept,bring,keep,brought,kept,when,since,BEFORE
brought,maintains,bring,maintain,brought,maintains,when,since,BEFORE
brought,say,bring,say,brought,say,when,since,BEFORE
brought,keep,bring,keep,brought,is fighting to keep,when,since,BEFORE
brought,fighting,bring,fight,brought,is fighting to keep,when,since,BEFORE
brought,found,bring,find,brought,was found,former,O,BEFORE
brought,block,bring,block,brought,to block,former,O,BEFORE
brought,said,bring,say,brought,said,former,O,BEFORE
brought,dated,bring,date,brought,dated,former,O,BEFORE
brought,said,bring,say,brought,said,former,O,BEFORE
brought,retaining,bring,retain,brought,retaining,former,O,BEFORE
brought,object,bring,object,brought,object,former,O,BEFORE
brought,published,bring,publish,brought,was published,former,O,BEFORE
brought,called,bring,call,brought,called,former,O,BEFORE
brought,sitting,bring,sit,brought,sitting,former,O,BEFORE
brought,kept,bring,keep,brought,being kept,former,O,BEFORE
brought,denounce,bring,denounce,brought,to denounce,former,O,BEFORE
brought,gathered,bring,gather,brought,gathered,former,O,BEFORE
think,return,think,return,think,his return,O,O,BEFORE
request,think,request,think,the request,think,O,O,AFTER
response,think,response,think,no immediate response,think,O,O,AFTER
check,think,check,think,Miami and check,think,O,O,AFTER
think,keep,think,keep,think,is fighting to keep,when,since,BEFORE
think,block,think,block,think,to block,O,O,BEFORE
think,kept,think,keep,think,being kept,former,O,BEFORE
think,denounce,think,denounce,think,to denounce,former,O,BEFORE
think,gathered,think,gather,think,gathered,former,O,BEFORE
said,return,say,return,have said,his return,O,O,BEFORE
response,said,response,say,no immediate response,have said,O,O,AFTER
check,said,check,say,Miami and check,have said,O,O,AFTER
said,keep,say,keep,have said,is fighting to keep,when,since,BEFORE
said,block,say,block,have said,to block,O,O,BEFORE
said,kept,say,keep,have said,being kept,former,O,BEFORE
said,denounce,say,denounce,have said,to denounce,former,O,BEFORE
said,gathered,say,gather,have said,gathered,former,O,BEFORE
said,think,say,think,have said,think,O,by,INCLUDES
keep,died,keep,die,are fighting to keep,died to give,when,since,AFTER
keep,died,keep,die,are fighting to keep,died,O,since,AFTER
keep,recognize,keep,recognize,are fighting to keep,does not recognize,O,O,AFTER
keep,recognize,keep,recognize,are fighting to keep,did not recognize,O,O,AFTER
keep,moves,keep,move,are fighting to keep,the legal moves,O,O,AFTER
keep,battle,keep,battle,are fighting to keep,the custody battle,O,O,AFTER
keep,revolution,keep,revolution,are fighting to keep,the revolution,former,O,AFTER
request,keep,request,keep,the request,are fighting to keep,O,O,BEFORE
response,keep,response,keep,no immediate response,are fighting to keep,O,O,BEFORE
kidnapping,keep,kidnapping,keep,his prolonged kidnapping,are fighting to keep,O,O,BEFORE
keep,speak,keep,speak,are fighting to keep,to speak,when,since,AFTER
keep,ruled,keep,rule,are fighting to keep,ruled,when,since,AFTER
keep,arguing,keep,argue,are fighting to keep,arguing,when,since,AFTER
keep,moved,keep,move,are fighting to keep,have moved to dismiss,when,since,AFTER
keep,arguing,keep,argue,are fighting to keep,arguing,when,since,AFTER
keep,filed,keep,file,are fighting to keep,filed,when,since,AFTER
keep,allow,keep,allow,are fighting to keep,to allow,when,since,AFTER
keep,dreaming,keep,dream,are fighting to keep,must be dreaming,when,since,AFTER
keep,said,keep,say,are fighting to keep,said,when,since,AFTER
keep,written,keep,write,are fighting to keep,must not have written,when,since,AFTER
keep,sank,keep,sank,are fighting to keep,sank,O,since,AFTER
keep,found,keep,find,are fighting to keep,was found,O,O,AFTER
keep,said,keep,say,are fighting to keep,said,O,O,AFTER
keep,dated,keep,date,are fighting to keep,dated,O,O,AFTER
keep,said,keep,say,are fighting to keep,said,O,O,AFTER
keep,retaining,keep,retain,are fighting to keep,retaining,O,O,AFTER
keep,object,keep,object,are fighting to keep,object,O,O,AFTER
keep,published,keep,publish,are fighting to keep,was published,O,O,AFTER
keep,hearing,keep,hearing,are fighting to keep,hearing,O,O,AFTER
keep,saying,keep,say,are fighting to keep,saying,O,O,AFTER
keep,demanding,keep,demand,are fighting to keep,demanding,O,O,AFTER
keep,written,keep,write,are fighting to keep,had written,O,O,AFTER
keep,sitting,keep,sit,are fighting to keep,sitting,O,O,AFTER
keep,brought,keep,bring,are fighting to keep,brought,former,O,AFTER
keep,think,keep,think,are fighting to keep,think,O,by,AFTER
keep,said,keep,say,are fighting to keep,have said,O,O,AFTER
opposed,died,oppose,die,to be opposed,died,O,since,AFTER
opposed,recognize,oppose,recognize,to be opposed,does not recognize,O,O,AFTER
opposed,moves,oppose,move,to be opposed,the legal moves,O,O,AFTER
opposed,revolution,oppose,revolution,to be opposed,the revolution,former,O,AFTER
request,opposed,request,oppose,the request,to be opposed,O,O,BEFORE
kidnapping,opposed,kidnapping,oppose,his prolonged kidnapping,to be opposed,O,O,BEFORE
opposed,speak,oppose,speak,to be opposed,to speak,when,since,AFTER
opposed,ruled,oppose,rule,to be opposed,ruled,when,since,AFTER
opposed,arguing,oppose,argue,to be opposed,arguing,when,since,AFTER
opposed,filed,oppose,file,to be opposed,filed,when,since,AFTER
opposed,written,oppose,write,to be opposed,must not have written,when,since,AFTER
